MQ2,MQ3,MQ135,Humidity,Temperature,Label
2.41,5.48,4.71,82.0,37.5,Tidak Layak
2.42,5.48,4.67,82.0,37.5,Tidak Layak
2.41,5.44,4.69,81.2,36.7,Tidak Layak
2.41,5.48,4.71,82.0,37.5,Tidak Layak
2.42,5.46,4.69,82.1,37.5,Tidak Layak
2.41,5.44,4.67,82.1,37.5,Tidak Layak
2.39,5.41,4.71,82.0,37.5,Tidak Layak
2.41,5.44,4.69,82.1,37.5,Tidak Layak
2.42,5.46,4.69,82.2,37.5,Tidak Layak
2.41,5.46,4.67,82.3,37.2,Tidak Layak
2.42,5.44,4.69,82.3,37.5,Tidak Layak
2.41,5.44,4.67,82.4,37.5,Tidak Layak
2.44,5.51,4.69,82.3,37.5,Tidak Layak
2.42,5.48,4.71,82.2,37.6,Tidak Layak
2.42,5.44,4.67,82.3,37.5,Tidak Layak
2.41,5.48,4.71,82.3,37.5,Tidak Layak
2.42,5.48,4.67,82.3,37.5,Tidak Layak
2.42,5.46,4.65,82.2,37.5,Tidak Layak
2.39,5.44,4.67,82.1,37.5,Tidak Layak
2.41,5.46,4.69,81.8,37.5,Tidak Layak
2.42,5.44,4.69,81.7,37.5,Tidak Layak
2.42,5.44,4.69,81.5,37.5,Tidak Layak
2.41,5.44,4.73,81.4,37.5,Tidak Layak
2.42,5.46,4.67,81.3,37.5,Tidak Layak
2.41,5.44,4.73,81.1,37.7,Tidak Layak
2.42,5.44,4.69,81.1,37.5,Tidak Layak
2.42,5.51,4.67,81.1,37.5,Tidak Layak
2.42,5.44,4.69,81.1,37.5,Tidak Layak
2.41,5.46,4.73,81.2,37.5,Tidak Layak
2.41,5.48,4.73,81.5,37.5,Tidak Layak
2.42,5.51,4.69,81.7,37.5,Tidak Layak
2.39,5.44,4.69,81.8,37.5,Tidak Layak
2.41,5.46,4.73,82.0,37.5,Tidak Layak
2.41,5.48,4.69,82.1,37.5,Tidak Layak
2.41,5.44,4.69,82.1,37.5,Tidak Layak
2.42,5.51,4.69,82.1,37.5,Tidak Layak
2.42,5.48,4.73,82.2,37.5,Tidak Layak
2.42,5.48,4.69,82.2,37.5,Tidak Layak
2.42,5.46,4.67,82.2,37.5,Tidak Layak
2.42,5.44,4.67,82.2,37.5,Tidak Layak
2.42,5.48,4.67,82.3,37.5,Tidak Layak
2.42,5.48,4.69,82.5,37.5,Tidak Layak
2.41,5.44,4.69,82.5,37.5,Tidak Layak
2.41,5.44,4.69,82.5,37.5,Tidak Layak
2.42,5.41,4.69,82.5,37.5,Tidak Layak
2.41,5.37,4.71,82.5,37.5,Tidak Layak
2.41,5.41,4.71,82.5,37.6,Tidak Layak
2.41,5.44,4.69,82.5,37.5,Tidak Layak
2.41,5.39,4.69,82.5,37.5,Tidak Layak
2.44,5.44,4.67,82.4,37.5,Tidak Layak
2.41,5.44,4.69,82.3,37.6,Tidak Layak
2.42,5.41,4.67,82.4,37.6,Tidak Layak
2.41,5.44,4.71,82.3,37.6,Tidak Layak
2.42,5.46,4.67,82.2,37.6,Tidak Layak
2.44,5.46,4.67,82.2,37.6,Tidak Layak
2.42,5.41,4.73,82.0,37.6,Tidak Layak
2.33,5.34,4.73,82.2,37.6,Tidak Layak
2.42,5.39,4.71,82.2,37.6,Tidak Layak
2.41,5.37,4.71,82.3,37.6,Tidak Layak
2.42,5.39,4.71,82.4,37.6,Tidak Layak
2.41,5.37,4.71,83.0,38.4,Tidak Layak
2.41,5.37,4.69,82.5,37.6,Tidak Layak
2.42,5.41,4.65,82.5,37.6,Tidak Layak
2.41,5.41,4.65,82.6,37.7,Tidak Layak
2.41,5.39,4.65,82.6,37.8,Tidak Layak
2.41,5.39,4.69,82.6,37.7,Tidak Layak
2.42,5.41,4.63,82.6,37.7,Tidak Layak
2.42,5.41,4.65,82.5,37.7,Tidak Layak
2.41,5.39,4.63,82.5,37.7,Tidak Layak
2.41,5.39,4.67,82.5,37.8,Tidak Layak
2.41,5.39,4.65,82.5,37.8,Tidak Layak
2.39,5.37,4.67,82.4,37.6,Tidak Layak
2.42,5.34,4.63,82.4,37.8,Tidak Layak
2.42,5.39,4.63,82.4,37.8,Tidak Layak
2.41,5.37,4.63,82.4,37.8,Tidak Layak
2.41,5.39,4.69,82.9,38.0,Tidak Layak
2.41,5.37,4.63,82.4,37.8,Tidak Layak
2.42,5.39,4.63,82.4,37.9,Tidak Layak
2.41,5.37,4.63,82.4,37.9,Tidak Layak
2.39,5.34,4.65,82.4,37.9,Tidak Layak
2.39,5.28,4.67,82.4,37.9,Tidak Layak
2.39,5.3,4.65,82.4,37.9,Tidak Layak
2.41,5.32,4.61,82.3,37.9,Tidak Layak
2.41,5.34,4.63,82.8,38.0,Tidak Layak
2.39,5.3,4.65,82.8,38.0,Tidak Layak
2.36,5.32,4.63,82.8,38.0,Tidak Layak
2.39,5.28,4.65,82.8,38.0,Tidak Layak
2.39,5.28,4.65,82.8,38.0,Tidak Layak
2.41,5.28,4.65,82.8,38.0,Tidak Layak
2.41,5.32,4.63,82.2,37.8,Tidak Layak
2.41,5.32,4.63,82.7,38.0,Tidak Layak
2.39,5.28,4.61,82.7,38.0,Tidak Layak
2.39,5.28,4.65,82.7,38.0,Tidak Layak
2.41,5.3,4.61,82.7,38.2,Tidak Layak
2.39,5.28,4.67,82.7,38.0,Tidak Layak
2.39,5.25,4.61,82.7,38.0,Tidak Layak
2.41,5.28,4.61,82.7,38.0,Tidak Layak
2.41,5.28,4.63,82.7,38.0,Tidak Layak
2.39,5.25,4.63,82.8,38.0,Tidak Layak
2.39,5.25,4.63,82.8,38.0,Tidak Layak
2.39,5.25,4.65,82.9,38.0,Tidak Layak
2.39,5.28,4.61,83.0,38.0,Tidak Layak
2.39,5.28,4.65,83.0,38.0,Tidak Layak
2.39,5.25,4.61,83.1,38.0,Tidak Layak
2.39,5.28,4.63,83.0,38.0,Tidak Layak
2.39,5.28,4.63,83.0,38.1,Tidak Layak
2.39,5.25,4.63,83.0,38.1,Tidak Layak
2.39,5.28,4.65,82.3,37.9,Tidak Layak
2.39,5.25,4.67,82.7,38.1,Tidak Layak
2.39,5.3,4.63,82.5,38.1,Tidak Layak
2.41,5.25,4.63,82.3,38.1,Tidak Layak
2.39,5.3,4.65,82.3,38.2,Tidak Layak
2.39,5.34,4.63,82.3,38.1,Tidak Layak
2.42,5.34,4.67,82.4,38.1,Tidak Layak
2.39,5.32,4.67,82.5,38.1,Tidak Layak
2.39,5.3,4.65,82.7,38.1,Tidak Layak
2.39,5.3,4.65,82.7,38.1,Tidak Layak
2.41,5.3,4.63,82.7,38.1,Tidak Layak
2.39,5.3,4.65,82.7,38.3,Tidak Layak
2.39,5.3,4.65,82.7,38.1,Tidak Layak
2.39,5.32,4.63,82.7,38.1,Tidak Layak
2.39,5.3,4.63,82.8,38.1,Tidak Layak
2.41,5.34,4.65,82.6,38.1,Tidak Layak
2.41,5.3,4.65,82.7,38.1,Tidak Layak
2.41,5.32,4.67,82.7,38.1,Tidak Layak
2.41,5.34,4.63,82.8,38.1,Tidak Layak
2.39,5.28,4.67,82.9,38.1,Tidak Layak
2.39,5.28,4.65,83.0,38.1,Tidak Layak
2.41,5.28,4.59,83.0,38.1,Tidak Layak
2.41,5.3,4.63,83.0,38.1,Tidak Layak
2.39,5.28,4.65,83.1,38.1,Tidak Layak
2.39,5.25,4.67,83.0,38.1,Tidak Layak
2.41,5.25,4.63,82.5,37.9,Tidak Layak
2.39,5.21,4.65,83.0,38.1,Tidak Layak
2.41,5.25,4.59,83.0,38.1,Tidak Layak
2.41,5.21,4.61,83.1,38.2,Tidak Layak
2.39,5.21,4.61,83.0,38.3,Tidak Layak
2.41,5.23,4.59,83.1,38.2,Tidak Layak
2.39,5.21,4.63,83.1,38.2,Tidak Layak
2.41,5.21,4.59,83.1,38.2,Tidak Layak
2.39,5.23,4.61,83.1,38.2,Tidak Layak
2.39,5.25,4.59,83.2,38.2,Tidak Layak
2.39,5.23,4.59,83.2,38.2,Tidak Layak
2.39,5.21,4.52,83.1,38.4,Tidak Layak
2.39,5.21,4.54,83.1,38.2,Tidak Layak
2.39,5.21,4.54,83.1,38.2,Tidak Layak
2.39,5.23,4.59,83.1,38.2,Tidak Layak
2.39,5.21,4.61,83.1,38.2,Tidak Layak
2.39,5.21,4.61,83.1,38.2,Tidak Layak
2.39,5.23,4.59,83.2,38.2,Tidak Layak
2.39,5.23,4.61,83.1,38.2,Tidak Layak
2.38,5.21,4.65,83.2,38.3,Tidak Layak
2.39,5.19,4.65,83.2,38.2,Tidak Layak
2.41,5.23,4.59,83.3,38.2,Tidak Layak
2.41,5.21,4.65,83.3,38.3,Tidak Layak
2.39,5.19,4.65,83.3,38.3,Tidak Layak
2.39,5.21,4.61,83.3,38.3,Tidak Layak
2.39,5.19,4.65,83.2,38.1,Tidak Layak
2.41,5.23,4.61,83.3,38.3,Tidak Layak
2.42,5.23,4.63,83.3,38.3,Tidak Layak
2.39,4.69,4.61,83.3,38.3,Tidak Layak
2.39,5.21,4.65,83.3,38.4,Tidak Layak
2.39,5.21,4.59,83.3,38.3,Tidak Layak
2.41,5.23,4.59,83.3,38.3,Tidak Layak
2.41,5.21,4.63,83.9,39.1,Tidak Layak
2.39,5.21,4.59,83.2,38.3,Tidak Layak
2.39,5.21,4.63,83.1,38.3,Tidak Layak
2.38,5.19,4.63,83.2,38.3,Tidak Layak
2.38,5.19,4.63,83.2,38.5,Tidak Layak
2.39,5.23,4.65,83.2,38.3,Tidak Layak
2.39,5.25,4.61,83.3,38.3,Tidak Layak
2.38,5.21,4.65,83.3,38.3,Tidak Layak
2.38,5.21,4.65,83.2,38.3,Tidak Layak
2.38,5.21,4.61,83.2,38.3,Tidak Layak
2.38,5.23,4.59,83.3,38.3,Tidak Layak
2.38,5.19,4.57,83.3,38.3,Tidak Layak
2.38,5.19,4.57,83.3,38.3,Tidak Layak
2.38,5.21,4.61,83.3,38.3,Tidak Layak
2.36,5.19,4.59,83.2,38.3,Tidak Layak
2.36,5.19,4.61,83.2,38.4,Tidak Layak
2.38,5.25,4.59,83.3,38.4,Tidak Layak
2.38,5.25,4.57,83.3,38.3,Tidak Layak
2.38,5.25,4.59,83.3,38.1,Tidak Layak
2.36,5.19,4.59,83.4,38.3,Tidak Layak
2.39,5.23,4.57,83.4,38.3,Tidak Layak
2.38,5.23,4.54,83.5,38.3,Tidak Layak
2.38,5.23,4.59,83.4,38.4,Tidak Layak
2.36,5.19,4.65,83.4,38.3,Tidak Layak
2.38,5.23,4.61,83.4,38.3,Tidak Layak
2.38,5.23,4.59,84.1,39.1,Tidak Layak
2.36,5.16,4.59,83.5,38.3,Tidak Layak
2.38,5.16,4.63,83.4,38.3,Tidak Layak
2.38,5.19,4.59,83.4,38.3,Tidak Layak
2.38,5.19,4.59,83.4,38.5,Tidak Layak
2.38,5.23,4.61,83.4,38.4,Tidak Layak
2.39,5.19,4.59,83.4,38.4,Tidak Layak
2.39,5.21,4.63,83.4,38.4,Tidak Layak
2.39,5.23,4.61,83.3,38.4,Tidak Layak
2.38,5.19,4.65,83.3,38.4,Tidak Layak
2.38,5.19,4.59,83.4,38.4,Tidak Layak
2.38,5.19,4.61,83.3,38.4,Tidak Layak
2.39,5.23,4.61,83.3,38.4,Tidak Layak
2.38,5.19,4.59,83.2,38.4,Tidak Layak
2.39,5.23,4.54,83.3,38.4,Tidak Layak
2.38,5.21,4.63,83.3,38.4,Tidak Layak
2.38,5.19,4.63,83.4,38.4,Tidak Layak
2.38,5.21,4.63,83.5,38.4,Tidak Layak
2.39,5.19,4.61,83.6,38.2,Tidak Layak
2.39,5.23,4.65,83.6,38.4,Tidak Layak
2.39,5.23,4.67,83.5,38.4,Tidak Layak
2.38,5.21,4.65,83.6,38.4,Tidak Layak
2.36,5.19,4.65,83.5,38.5,Tidak Layak
2.38,5.23,4.63,83.5,38.4,Tidak Layak
2.38,5.16,4.61,83.6,38.4,Tidak Layak
2.36,5.07,4.63,83.6,38.8,Tidak Layak
2.36,5.1,4.61,83.5,38.4,Tidak Layak
2.38,5.12,4.57,83.5,38.4,Tidak Layak
2.35,5.1,4.57,83.5,38.4,Tidak Layak
2.38,5.16,4.57,83.5,38.6,Tidak Layak
2.36,5.12,4.61,83.6,38.4,Tidak Layak
2.38,5.12,4.59,83.6,38.4,Tidak Layak
2.38,5.16,4.57,83.5,38.4,Tidak Layak
2.38,5.16,4.57,83.5,38.4,Tidak Layak
2.38,5.12,4.63,83.5,38.4,Tidak Layak
2.39,5.16,4.57,83.5,38.4,Tidak Layak
2.39,5.14,4.59,83.5,38.4,Tidak Layak
2.41,5.14,4.59,83.4,38.4,Tidak Layak
2.39,5.19,4.61,83.4,38.4,Tidak Layak
2.33,5.16,4.59,83.4,38.5,Tidak Layak
2.39,5.21,4.63,83.5,38.5,Tidak Layak
2.41,5.19,4.61,83.4,38.5,Tidak Layak
2.39,5.16,4.65,83.5,38.4,Tidak Layak
2.39,5.16,4.65,83.4,38.6,Tidak Layak
2.39,5.14,4.63,83.4,38.6,Tidak Layak
2.07,5.14,4.61,83.4,38.6,Tidak Layak
2.41,5.19,4.67,83.4,38.6,Tidak Layak
2.41,5.14,4.63,83.5,38.6,Tidak Layak
2.41,5.19,4.65,83.5,38.6,Tidak Layak
2.41,5.16,4.61,84.1,39.1,Tidak Layak
2.39,5.12,4.65,83.4,38.6,Tidak Layak
2.39,5.14,4.67,83.4,38.6,Tidak Layak
2.41,5.16,4.63,83.4,38.6,Tidak Layak
2.39,5.12,4.63,83.4,38.8,Tidak Layak
2.41,5.19,4.61,83.5,38.6,Tidak Layak
2.39,5.19,4.63,83.5,38.6,Tidak Layak
2.42,5.19,4.63,83.5,38.6,Tidak Layak
2.41,5.16,4.65,83.5,38.6,Tidak Layak
2.41,5.16,4.65,83.5,38.6,Tidak Layak
2.39,5.16,4.63,83.5,38.6,Tidak Layak
2.41,5.21,4.61,83.5,38.6,Tidak Layak
2.42,5.19,4.63,83.5,38.6,Tidak Layak
2.41,5.19,4.63,83.4,38.6,Tidak Layak
2.07,5.14,4.63,83.6,38.6,Tidak Layak
2.41,5.16,4.67,83.5,38.6,Tidak Layak
2.41,5.16,4.65,83.6,38.6,Tidak Layak
2.42,5.19,4.63,83.6,38.6,Tidak Layak
2.41,5.14,4.65,83.5,38.4,Tidak Layak
2.41,5.14,4.61,83.6,38.6,Tidak Layak
2.41,5.21,4.63,83.7,38.6,Tidak Layak
2.41,5.16,4.63,83.8,38.6,Tidak Layak
2.41,5.16,4.63,83.8,38.8,Tidak Layak
2.39,5.12,4.63,83.7,38.6,Tidak Layak
2.39,5.12,4.65,83.8,38.6,Tidak Layak
2.39,5.12,4.65,83.7,38.6,Tidak Layak
2.38,5.16,4.65,83.7,38.6,Tidak Layak
2.39,5.16,4.61,83.7,38.6,Tidak Layak
2.38,5.16,4.61,83.7,38.6,Tidak Layak
2.39,5.14,4.61,83.8,38.3,Tidak Layak
2.38,5.16,4.61,84.0,38.6,Tidak Layak
2.38,5.16,4.63,84.0,38.6,Tidak Layak
2.38,5.16,4.59,84.1,38.6,Tidak Layak
2.38,5.14,4.65,84.0,38.6,Tidak Layak
2.36,5.12,4.63,84.0,38.7,Tidak Layak
2.38,5.19,4.61,84.0,38.7,Tidak Layak
2.38,5.12,4.63,83.9,38.6,Tidak Layak
2.38,5.12,4.61,83.8,38.7,Tidak Layak
2.36,5.12,4.61,83.7,38.7,Tidak Layak
2.32,5.82,4.63,83.7,38.7,Tidak Layak
2.38,5.12,4.59,83.6,38.7,Tidak Layak
2.36,5.07,4.63,83.7,38.7,Tidak Layak
2.36,5.1,4.63,83.6,38.7,Tidak Layak
2.36,5.12,4.65,83.4,38.4,Tidak Layak
2.38,5.12,4.63,83.4,38.7,Tidak Layak
2.39,5.12,4.61,83.5,38.7,Tidak Layak
2.42,5.19,4.63,83.5,38.7,Tidak Layak
2.42,5.16,4.63,83.5,38.8,Tidak Layak
2.39,5.14,4.63,83.5,38.7,Tidak Layak
2.39,5.12,4.61,83.6,38.7,Tidak Layak
2.39,5.12,4.65,83.5,38.7,Tidak Layak
2.39,5.14,4.65,83.4,38.7,Tidak Layak
2.39,5.12,4.61,83.4,38.7,Tidak Layak
2.41,5.16,4.65,83.4,38.7,Tidak Layak
2.41,5.14,4.61,83.5,38.0,Tidak Layak
2.39,5.12,4.61,83.4,38.7,Tidak Layak
2.41,5.12,4.65,83.4,38.7,Tidak Layak
2.39,5.12,4.65,83.5,38.7,Tidak Layak
2.39,5.12,4.65,83.5,38.7,Tidak Layak
2.39,5.12,4.63,83.6,38.7,Tidak Layak
2.39,5.12,4.65,83.7,38.7,Tidak Layak
2.39,5.1,4.65,83.6,38.7,Tidak Layak
2.39,5.07,4.65,83.6,38.7,Tidak Layak
2.39,5.07,4.63,83.6,38.7,Tidak Layak
2.32,5.48,4.59,83.6,38.7,Tidak Layak
2.38,5.12,4.59,83.6,38.7,Tidak Layak
2.36,5.1,4.61,83.6,38.7,Tidak Layak
2.39,5.1,4.59,83.6,38.7,Tidak Layak
2.39,5.12,4.59,83.4,38.5,Tidak Layak
2.39,5.1,4.63,83.5,38.7,Tidak Layak
2.36,5.07,4.59,83.5,38.7,Tidak Layak
2.39,5.14,4.59,83.6,38.7,Tidak Layak
2.39,5.14,4.59,83.6,38.8,Tidak Layak
2.38,5.12,4.54,83.6,38.8,Tidak Layak
2.39,5.1,4.54,83.6,38.8,Tidak Layak
2.39,5.1,4.57,83.6,38.8,Tidak Layak
2.38,5.12,4.54,83.5,38.8,Tidak Layak
2.36,5.07,4.59,83.6,38.8,Tidak Layak
2.38,5.1,4.59,83.6,38.8,Tidak Layak
2.36,5.07,4.61,83.5,38.2,Tidak Layak
2.36,5.12,4.59,83.5,38.8,Tidak Layak
2.38,5.14,4.59,83.4,38.8,Tidak Layak
2.38,5.1,4.61,83.4,38.8,Tidak Layak
2.38,5.1,4.59,83.4,38.8,Tidak Layak
2.36,5.07,4.59,83.5,38.8,Tidak Layak
2.36,5.07,4.59,83.6,38.8,Tidak Layak
2.36,5.1,4.61,83.6,38.8,Tidak Layak
2.36,5.07,4.61,83.6,38.8,Tidak Layak
2.38,5.1,4.57,83.7,38.8,Tidak Layak
2.78,5.14,4.57,83.7,38.8,Tidak Layak
2.38,5.07,4.61,83.6,38.8,Tidak Layak
2.39,5.12,4.59,83.6,38.8,Tidak Layak
2.38,5.05,4.57,83.6,38.8,Tidak Layak
2.38,5.07,4.57,83.6,38.6,Tidak Layak
2.38,5.07,4.59,83.6,38.8,Tidak Layak
2.36,4.88,4.54,83.5,38.8,Tidak Layak
2.36,4.07,4.61,83.6,38.8,Tidak Layak
2.38,4.96,4.59,83.7,38.9,Tidak Layak
2.38,5.1,4.54,83.7,38.8,Tidak Layak
2.38,5.1,4.54,83.7,38.8,Tidak Layak
2.38,5.07,4.54,84.2,39.5,Tidak Layak
2.38,5.07,4.57,83.6,38.8,Tidak Layak
2.38,5.1,4.57,83.6,38.8,Tidak Layak
2.38,5.1,4.54,83.7,38.8,Tidak Layak
2.38,5.07,4.57,83.7,38.9,Tidak Layak
2.36,5.07,4.61,83.6,38.7,Tidak Layak
2.38,5.1,4.57,83.6,38.8,Tidak Layak
2.36,5.07,4.61,83.6,38.8,Tidak Layak
2.36,5.07,4.59,83.6,38.8,Tidak Layak
2.38,5.12,4.61,83.6,38.8,Tidak Layak
2.39,5.14,4.63,83.6,38.8,Tidak Layak
2.36,5.12,4.61,83.6,38.0,Tidak Layak
2.38,5.16,4.59,83.7,38.8,Tidak Layak
2.38,5.12,4.57,83.8,38.8,Tidak Layak
2.38,5.1,4.61,83.9,38.8,Tidak Layak
2.39,5.1,4.61,83.7,38.8,Tidak Layak
2.39,5.12,4.63,83.9,38.8,Tidak Layak
2.39,5.12,4.59,83.9,38.8,Tidak Layak
2.39,5.14,4.61,83.9,38.8,Tidak Layak
2.41,5.14,4.61,83.8,38.8,Tidak Layak
2.38,5.12,4.65,83.8,38.8,Tidak Layak
2.39,5.16,5.02,83.9,38.8,Tidak Layak
2.39,5.19,4.63,83.8,38.7,Tidak Layak
2.41,5.14,4.61,83.9,38.8,Tidak Layak
2.39,5.19,4.65,84.0,38.8,Tidak Layak
2.41,5.14,4.61,84.0,38.7,Tidak Layak
2.39,5.14,4.65,84.0,38.8,Tidak Layak
2.23,4.94,4.44,84.0,38.8,Tidak Layak
2.23,4.92,4.44,84.2,38.7,Tidak Layak
2.24,4.96,4.46,84.0,38.7,Tidak Layak
2.26,4.99,4.46,84.2,38.7,Tidak Layak
2.24,4.99,4.48,84.4,38.7,Tidak Layak
2.26,4.99,4.46,84.4,38.7,Tidak Layak
2.24,4.96,4.46,84.2,38.5,Tidak Layak
2.24,4.96,4.46,84.3,38.7,Tidak Layak
2.26,4.99,4.48,84.1,38.7,Tidak Layak
2.26,4.96,4.4,84.1,38.7,Tidak Layak
2.24,4.99,4.4,84.1,38.7,Tidak Layak
2.27,4.99,4.44,84.2,38.7,Tidak Layak
2.24,4.96,4.42,84.5,38.7,Tidak Layak
2.24,4.96,4.34,84.4,38.9,Tidak Layak
2.24,4.96,4.32,84.4,38.7,Tidak Layak
2.27,4.99,4.32,84.5,38.7,Tidak Layak
2.26,4.96,4.34,84.5,38.7,Tidak Layak
2.24,4.94,4.32,84.7,38.7,Tidak Layak
2.26,4.96,4.28,84.6,38.7,Tidak Layak
2.07,4.96,4.3,84.7,38.7,Tidak Layak
2.27,5.03,4.34,84.6,38.7,Tidak Layak
2.27,5.05,4.34,84.7,38.7,Tidak Layak
2.26,5.05,4.3,84.8,38.7,Tidak Layak
2.24,5.05,4.36,85.0,38.6,Tidak Layak
2.27,5.07,4.34,85.2,38.7,Tidak Layak
2.27,5.12,4.36,85.1,38.7,Tidak Layak
2.27,5.12,4.38,84.8,38.7,Tidak Layak
2.29,5.07,4.38,84.9,38.7,Tidak Layak
2.27,5.07,4.38,85.1,38.6,Tidak Layak
2.27,5.1,4.34,85.4,38.6,Tidak Layak
2.27,5.07,4.36,84.8,37.9,Tidak Layak
2.3,5.1,4.4,85.3,38.6,Tidak Layak
2.29,5.07,4.36,85.3,38.7,Tidak Layak
2.3,5.12,4.4,85.1,38.6,Tidak Layak
2.3,5.12,4.36,85.1,38.6,Tidak Layak
2.3,5.12,4.4,85.2,38.6,Tidak Layak
2.3,5.14,4.4,85.4,38.7,Tidak Layak
2.3,5.07,4.36,85.3,38.8,Tidak Layak
2.3,4.88,4.4,85.3,38.7,Tidak Layak
2.29,4.9,4.36,85.4,38.7,Tidak Layak
2.32,5.03,4.36,85.1,38.4,Tidak Layak
2.32,5.01,4.34,85.0,38.7,Tidak Layak
2.32,5.03,4.36,85.1,38.7,Tidak Layak
2.29,5.07,4.34,84.9,38.7,Tidak Layak
2.32,5.07,4.36,85.0,38.7,Tidak Layak
2.33,4.86,4.36,85.1,38.7,Tidak Layak
2.32,4.96,4.32,85.0,38.7,Tidak Layak
2.33,5.01,4.34,85.1,38.6,Tidak Layak
2.35,5.1,4.34,85.1,38.7,Tidak Layak
2.35,5.07,4.42,84.8,38.7,Tidak Layak
2.36,5.16,4.46,84.6,38.7,Tidak Layak
2.36,5.16,4.5,84.2,38.7,Tidak Layak
2.38,5.19,4.46,84.4,38.7,Tidak Layak
2.38,5.16,4.52,84.9,38.7,Tidak Layak
2.38,5.16,4.54,84.8,38.7,Tidak Layak
2.41,5.23,4.52,84.8,38.7,Tidak Layak
2.41,5.3,4.52,84.8,38.7,Tidak Layak
2.42,5.25,4.54,84.7,38.7,Tidak Layak
2.42,5.28,4.54,84.7,38.8,Tidak Layak
2.41,5.23,4.57,85.0,38.8,Tidak Layak
2.44,5.32,4.57,84.9,38.8,Tidak Layak
2.44,5.34,4.61,85.5,39.1,Tidak Layak
2.45,5.3,4.61,84.8,38.8,Tidak Layak
2.45,5.32,4.59,85.1,38.8,Tidak Layak
2.47,5.32,4.59,85.1,38.8,Tidak Layak
2.48,5.34,4.59,85.1,38.8,Tidak Layak
2.5,5.41,4.65,85.0,38.8,Tidak Layak
2.51,5.46,4.65,84.6,38.8,Tidak Layak
2.5,5.41,4.65,85.6,39.0,Tidak Layak
2.51,5.41,4.69,84.8,38.8,Tidak Layak
2.54,5.46,4.73,84.8,38.8,Tidak Layak
2.51,5.44,4.69,84.7,38.8,Tidak Layak
2.51,5.46,4.71,85.0,38.8,Tidak Layak
2.54,5.53,4.75,84.7,38.8,Tidak Layak
2.53,5.41,4.73,84.4,38.8,Tidak Layak
2.51,5.34,4.71,85.4,39.1,Tidak Layak
2.51,5.34,4.73,84.9,38.8,Tidak Layak
2.53,5.34,4.73,84.8,38.8,Tidak Layak
2.53,5.37,4.71,84.8,38.8,Tidak Layak
2.54,5.44,4.75,85.0,38.8,Tidak Layak
2.53,5.41,4.67,84.7,38.8,Tidak Layak
2.53,5.41,4.71,84.7,38.9,Tidak Layak
2.54,5.41,4.73,83.9,37.8,Tidak Layak
2.53,5.39,4.75,84.5,38.9,Tidak Layak
2.54,5.46,4.73,84.5,38.9,Tidak Layak
2.54,5.44,4.73,84.6,38.9,Tidak Layak
2.56,5.46,4.75,84.5,38.9,Tidak Layak
2.54,5.44,4.67,84.8,38.9,Tidak Layak
2.53,5.34,4.73,85.7,39.0,Tidak Layak
2.56,5.44,4.71,85.7,39.0,Tidak Layak
2.56,5.48,4.71,85.9,39.0,Tidak Layak
2.58,5.51,4.75,85.8,39.0,Tidak Layak
2.58,5.51,4.73,85.2,38.9,Tidak Layak
2.59,5.41,4.75,85.3,38.9,Tidak Layak
2.59,5.41,4.71,85.3,38.9,Tidak Layak
2.59,5.28,4.75,85.5,38.9,Tidak Layak
2.61,5.48,4.73,85.3,38.6,Tidak Layak
2.65,5.53,4.8,85.3,38.9,Tidak Layak
2.67,5.53,4.82,85.1,38.9,Tidak Layak
2.72,5.58,4.84,85.3,38.9,Tidak Layak
2.38,4.99,4.44,86.0,39.1,Tidak Layak
2.27,5.1,4.34,85.3,38.9,Tidak Layak
2.24,5.03,4.36,85.2,38.9,Tidak Layak
2.26,5.05,4.3,85.2,38.7,Tidak Layak
2.24,5.03,4.3,85.2,38.9,Tidak Layak
2.24,5.01,4.28,85.1,38.9,Tidak Layak
2.24,5.03,4.3,84.9,38.9,Tidak Layak
2.23,5.05,4.32,84.9,38.9,Tidak Layak
2.24,5.03,4.28,84.9,38.9,Tidak Layak
2.23,5.05,4.34,84.8,38.9,Tidak Layak
2.22,4.99,4.28,84.9,38.0,Tidak Layak
2.23,5.03,4.26,85.1,38.9,Tidak Layak
2.24,5.01,4.26,85.0,38.9,Tidak Layak
2.23,5.03,4.28,84.9,38.9,Tidak Layak
2.23,4.99,4.26,84.9,38.9,Tidak Layak
2.23,4.99,4.26,84.9,38.9,Tidak Layak
2.22,4.9,4.28,84.9,38.9,Tidak Layak
2.22,4.96,4.28,85.2,39.0,Tidak Layak
2.23,5.01,4.26,84.7,38.9,Tidak Layak
2.23,4.96,4.24,84.8,38.9,Tidak Layak
2.23,5.03,4.24,84.9,38.9,Tidak Layak
2.23,5.01,4.24,84.8,38.9,Tidak Layak
2.23,4.99,4.22,84.9,38.9,Tidak Layak
2.22,4.96,4.24,85.1,38.9,Tidak Layak
2.22,4.94,4.22,84.9,38.9,Tidak Layak
2.22,4.92,4.24,84.9,38.9,Tidak Layak
2.23,4.96,4.24,84.9,38.9,Tidak Layak
2.22,4.94,4.26,85.2,39.1,Tidak Layak
2.23,4.99,4.22,84.6,38.9,Tidak Layak
2.22,4.94,4.26,84.8,38.9,Tidak Layak
2.2,4.96,4.26,84.8,38.6,Tidak Layak
2.22,4.96,4.26,84.7,38.9,Tidak Layak
2.23,5.01,4.28,84.8,38.9,Tidak Layak
2.23,4.99,4.22,84.9,38.9,Tidak Layak
